facility_name,tier,latitude,longitude,collected_at,hour_of_day,day_of_week,is_weekend,is_holiday,traffic_delay_index,traffic_data_source,parking_pressure_score,calibration_status,baseline_mean,baseline_std,baseline_n,relative_availability_signal,availability_label
"Parking Spot (-1.3298, 36.8682)",,-1.3298401,36.8682286,2026-08-26 11:11:48,11,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.42,0.017320508075688787,3,0.5773502691896258,typical
"Parking Spot (-1.3295, 36.8692)",,-1.3295443,36.869246,2026-08-26 11:11:48,11,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.42,0.017320508075688787,3,0.5773502691896258,typical
"Parking Spot (-1.3295, 36.8693)",,-1.3295287,36.8693011,2026-08-26 11:11:48,11,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.42,0.017320508075688787,3,0.5773502691896258,typical
"Parking Spot (-1.3303, 36.8627)",,-1.3303347,36.8627339,2026-08-26 11:11:48,11,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.42,0.017320508075688787,3,0.5773502691896258,typical
"Parking Spot (-1.3301, 36.8634)",,-1.3301331,36.8633672,2026-08-26 11:11:48,11,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.42,0.017320508075688787,3,0.5773502691896258,typical
"Parking Spot (-1.3299, 36.8631)",,-1.3298516,36.8631307,2026-08-26 11:11:48,11,2,0,0,1.43,tomtom_flow_api,60.5,calibrated_n22,1.4333333333333333,0.03511884584284252,3,-0.09491579957525194,typical
"Parking Spot (-1.3306, 36.8624)",,-1.3306497,36.8623681,2026-08-26 11:11:48,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4233333333333331,0.04041451884327392,3,-0.577350269189621,typical
"Parking Spot (-1.3305, 36.8627)",,-1.330492,36.8627014,2026-08-26 11:11:48,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4233333333333331,0.04041451884327392,3,-0.577350269189621,typical
"Parking Spot (-1.3308, 36.8605)",,-1.3308165,36.8605266,2026-08-26 11:11:48,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4233333333333331,0.04041451884327392,3,-0.577350269189621,typical
"Parking Spot (-1.3307, 36.8607)",,-1.3306975,36.860731,2026-08-26 11:11:48,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4233333333333331,0.04041451884327392,3,-0.577350269189621,typical
"Parking Spot (-1.3289, 36.8710)",,-1.3289241,36.8709662,2026-08-26 11:11:48,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4233333333333331,0.04041451884327392,3,-0.577350269189621,typical
"Parking Spot (-1.2860, 36.7911)",,-1.2860231,36.791122,2026-08-26 11:11:48,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2885, 36.8228)",,-1.2885495,36.8227608,2026-08-26 11:11:48,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8633333333333333,0.23671361036774666,3,0.5773502691896257,typical
"Parking Spot (-1.2885, 36.8227)",,-1.2885048,36.8227402,2026-08-26 11:11:48,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8633333333333333,0.23671361036774666,3,0.5773502691896257,typical
"Parking Spot (-1.2896, 36.8151)",,-1.2896057,36.8150615,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
"Parking Spot (-1.2910, 36.8283)",,-1.2909796,36.8282672,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
"Parking Spot (-1.2856, 36.8133)",,-1.2856445,36.8132893,2026-08-26 11:35:47,11,2,0,0,1.95,tomtom_flow_api,71.2,calibrated_n20,1.95,,1,,insufficient_history
"Parking Spot (-1.2597, 36.8183)",,-1.2597359,36.8182597,2026-08-26 11:35:47,11,2,0,0,1.68,tomtom_flow_api,66.3,calibrated_n20,1.68,,1,,insufficient_history
"Parking Spot (-1.2641, 36.8117)",,-1.2641049,36.8117123,2026-08-26 11:35:47,11,2,0,0,1.74,tomtom_flow_api,67.4,calibrated_n20,1.74,,1,,insufficient_history
InterContinental Hotel Car Park,,-1.2873717,36.8192911,2026-08-26 11:35:47,11,2,0,0,3.0,tomtom_flow_api,90.3,calibrated_n20,3.0,,1,,insufficient_history
"Parking Spot (-1.2501, 36.8203)",,-1.25013,36.8202579,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Olympic Bus Terminus,,-1.3126351,36.7778212,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Ayany Car Park,,-1.3090339,36.7757579,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Westgate Mall Car Park,,-1.2566578,36.8035661,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Student parking,,-1.274479,36.805643,2026-08-26 11:35:47,11,2,0,0,1.23,tomtom_flow_api,58.1,calibrated_n20,1.23,,1,,insufficient_history
Kenton Rear Parking,,-1.2809847,36.7869545,2026-08-26 11:35:47,11,2,0,0,1.23,tomtom_flow_api,58.1,calibrated_n20,1.23,,1,,insufficient_history
"Parking Spot (-1.2554, 36.8668)",,-1.2553877,36.8667692,2026-08-26 11:35:47,11,2,0,0,1.24,tomtom_flow_api,58.3,calibrated_n20,1.24,,1,,insufficient_history
"Parking Spot (-1.2598, 36.8645)",,-1.259848,36.8644681,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Travel House Parking,,-1.2861727,36.8214386,2026-08-26 11:35:47,11,2,0,0,3.0,tomtom_flow_api,90.3,calibrated_n20,3.0,,1,,insufficient_history
Lenana Parking Lot Area,,-1.2900918,36.800209,2026-08-26 11:35:47,11,2,0,0,1.91,tomtom_flow_api,70.5,calibrated_n20,1.91,,1,,insufficient_history
"Parking Spot (-1.2945, 36.8101)",,-1.2944773,36.8101427,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Parking B,,-1.2806414,36.8128716,2026-08-26 11:35:47,11,2,0,0,1.89,tomtom_flow_api,70.1,calibrated_n20,1.89,,1,,insufficient_history
MAIN PACKING,,-1.2803274,36.8127162,2026-08-26 11:35:47,11,2,0,0,1.89,tomtom_flow_api,70.1,calibrated_n20,1.89,,1,,insufficient_history
YMCA STAFF PARKING,,-1.2805756,36.8129968,2026-08-26 11:35:47,11,2,0,0,1.89,tomtom_flow_api,70.1,calibrated_n20,1.89,,1,,insufficient_history
Capital Centre Parking Lot,,-1.316037,36.8340919,2026-08-26 11:35:47,11,2,0,0,1.47,tomtom_flow_api,62.5,calibrated_n20,1.47,,1,,insufficient_history
Highrise Parking,,-1.3155335,36.8052222,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Vumira House Parking Lot,,-1.3112488,36.8355363,2026-08-26 11:35:47,11,2,0,0,1.4,tomtom_flow_api,61.2,calibrated_n20,1.4,,1,,insufficient_history
Oddyssey Plaza Parking Lot,,-1.3108493,36.8360701,2026-08-26 11:35:47,11,2,0,0,1.4,tomtom_flow_api,61.2,calibrated_n20,1.4,,1,,insufficient_history
Jogoo House Car Park,,-1.288426,36.824186,2026-08-26 11:35:47,11,2,0,0,3.0,tomtom_flow_api,90.3,calibrated_n20,3.0,,1,,insufficient_history
"Parking Spot (-1.2885, 36.8273)",,-1.2884696,36.8273088,2026-08-26 11:35:47,11,2,0,0,3.0,tomtom_flow_api,90.3,calibrated_n20,3.0,,1,,insufficient_history
"Parking Spot (-1.2886, 36.8270)",,-1.2885551,36.8270327,2026-08-26 11:35:47,11,2,0,0,3.0,tomtom_flow_api,90.3,calibrated_n20,3.0,,1,,insufficient_history
"Parking Spot (-1.2893, 36.8254)",,-1.2893101,36.8254079,2026-08-26 11:35:47,11,2,0,0,3.0,tomtom_flow_api,90.3,calibrated_n20,3.0,,1,,insufficient_history
"Parking Spot (-1.2954, 36.8375)",,-1.2953986,36.8375275,2026-08-26 11:35:47,11,2,0,0,3.0,tomtom_flow_api,90.3,calibrated_n20,3.0,,1,,insufficient_history
"Parking Spot (-1.2743, 36.8051)",,-1.2743448,36.8051067,2026-08-26 11:35:47,11,2,0,0,1.23,tomtom_flow_api,58.1,calibrated_n20,1.23,,1,,insufficient_history
"Parking Spot (-1.2794, 36.8104)",,-1.2794317,36.8103813,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
"Parking Spot (-1.2732, 36.8052)",,-1.2731723,36.805157,2026-08-26 11:35:47,11,2,0,0,1.23,tomtom_flow_api,58.1,calibrated_n20,1.23,,1,,insufficient_history
Museums Parking,,-1.2730341,36.8156414,2026-08-26 11:35:47,11,2,0,0,1.62,tomtom_flow_api,65.2,calibrated_n20,1.62,,1,,insufficient_history
Sunshine Secondary School Parking Lot,,-1.3204018,36.8090477,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Equity Centre Car Park,,-1.3015834,36.8121121,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Engineers Board of Kenya,,-1.2918266,36.8125679,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,0.0,4,,insufficient_history
Ministry Of Lands Parking Lot,,-1.2924766,36.8116836,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Daystar university parking lot,,-1.2991941,36.8027448,2026-08-26 11:35:47,11,2,0,0,1.0,tomtom_flow_api,54.0,calibrated_n20,1.0,,1,,insufficient_history
Nairobi Baptist Church Parking,,-1.2979916,36.800926,2026-08-26 11:35:47,11,2,0,0,2.42,tomtom_flow_api,79.8,calibrated_n20,2.42,,1,,insufficient_history
Chaka Place Parking Lot,,-1.29224,36.7911521,2026-08-26 11:35:47,11,2,0,0,1.7,tomtom_flow_api,66.7,calibrated_n20,1.7,,1,,insufficient_history
Engineers Board of Kenya,,-1.2918266,36.8125679,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,4,,insufficient_history
Lavington Mall,,-1.2799426,36.7701821,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
Dean and Lecturers Parking Lot,,-1.2688899,36.8180584,2026-08-26 11:36:39,11,2,0,0,1.68,tomtom_flow_api,66.4,calibrated_n22,1.6566666666666665,0.06806859285554037,3,0.34279147481207606,typical
"Parking Spot (-1.2781, 36.8120)",,-1.2780602,36.8120329,2026-08-26 11:36:39,11,2,0,0,1.89,tomtom_flow_api,71.3,calibrated_n22,2.19,0.3051229260478471,3,-0.9832102880166936,typical
"Parking Spot (-1.2784, 36.8123)",,-1.2783547,36.8122751,2026-08-26 11:36:39,11,2,0,0,1.89,tomtom_flow_api,71.3,calibrated_n22,2.19,0.3051229260478471,3,-0.9832102880166936,typical
Supa's Garage,,-1.3064829,36.8341843,2026-08-26 11:36:39,11,2,0,0,1.2,tomtom_flow_api,55.0,calibrated_n22,1.14,0.12165525060596434,3,0.49319696191607254,typical
"Parking Spot (-1.2895, 36.8265)",,-1.2895412,36.826501,2026-08-26 11:36:39,11,2,0,0,2.18,tomtom_flow_api,78.2,calibrated_n22,2.5433333333333334,0.4178915329763613,3,-0.8694441132739721,typical
"Parking Spot (-1.2807, 36.8179)",,-1.2807158,36.8179057,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3071, 36.8348)",,-1.3071314,36.8348198,2026-08-26 11:36:39,11,2,0,0,1.2,tomtom_flow_api,55.0,calibrated_n22,1.14,0.12165525060596434,3,0.49319696191607254,typical
"Parking Spot (-1.3071, 36.8337)",,-1.3070754,36.8337221,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2805, 36.7699)",,-1.2804681,36.7698729,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,2,,insufficient_history
"Parking Spot (-1.2964, 36.7636)",,-1.2963932,36.7635963,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2983, 36.8023)",,-1.298345,36.8023116,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2982, 36.8023)",,-1.2982343,36.8023022,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3005, 36.8128)",,-1.30047,36.8127662,2026-08-26 11:36:39,11,2,0,0,2.24,tomtom_flow_api,79.6,calibrated_n22,2.5633333333333335,0.3924708057083141,3,-0.8238404707575521,typical
"Parking Spot (-1.2997, 36.8129)",,-1.2996762,36.8129419,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2824, 36.8170)",,-1.2823965,36.817015,2026-08-26 11:36:39,11,2,0,0,2.2,tomtom_flow_api,78.6,calibrated_n22,2.23,0.4457577817604533,3,-0.06730112457379728,typical
"Parking Spot (-1.2822, 36.8169)",,-1.2821625,36.8168685,2026-08-26 11:36:39,11,2,0,0,2.2,tomtom_flow_api,78.6,calibrated_n22,2.23,0.4457577817604533,3,-0.06730112457379728,typical
"Parking Spot (-1.2905, 36.8197)",,-1.2905274,36.8196906,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.733333333333333,0.4618802153517005,3,0.5773502691896267,typical
"Parking Spot (-1.2903, 36.8205)",,-1.290286,36.8204788,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.733333333333333,0.4618802153517005,3,0.5773502691896267,typical
"Parking Spot (-1.2901, 36.8206)",,-1.2901412,36.8206117,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.733333333333333,0.4618802153517005,3,0.5773502691896267,typical
"Parking Spot (-1.2901, 36.8207)",,-1.2901086,36.820685,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.733333333333333,0.4618802153517005,3,0.5773502691896267,typical
"Parking Spot (-1.3026, 36.8256)",,-1.3025894,36.8256065,2026-08-26 11:36:39,11,2,0,0,1.39,tomtom_flow_api,59.5,calibrated_n22,1.22,0.19974984355438175,3,0.8510644963469899,typical
"Parking Spot (-1.3272, 36.8708)",,-1.3271509,36.8708477,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4233333333333331,0.04041451884327382,3,-0.5773502691896224,typical
"Parking Spot (-1.3271, 36.8710)",,-1.3271343,36.8709666,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4233333333333331,0.04041451884327382,3,-0.5773502691896224,typical
"Parking Spot (-1.3286, 36.8707)",,-1.3285729,36.8707235,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3287, 36.8706)",,-1.3287021,36.8705942,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4333333333333333,0.03511884584284252,3,-0.9491579957525004,typical
"Parking Spot (-1.3287, 36.8722)",,-1.3286833,36.8722469,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4333333333333333,0.03511884584284252,3,-0.9491579957525004,typical
"Parking Spot (-1.3287, 36.8720)",,-1.3287106,36.8719656,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.435,0.04949747468305845,2,,insufficient_history
"Parking Spot (-1.3288, 36.8720)",,-1.3288417,36.8719866,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4333333333333333,0.03511884584284252,3,-0.9491579957525004,typical
"Parking Spot (-1.3290, 36.8716)",,-1.3289652,36.8716011,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.4333333333333333,0.03511884584284252,3,-0.9491579957525004,typical
"Parking Spot (-1.2898, 36.8259)",,-1.2898309,36.825937,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2885, 36.8270)",,-1.2885149,36.8269544,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.6833333333333336,0.5484827557301446,3,0.5773502691896252,typical
"Parking Spot (-1.2885, 36.8271)",,-1.2884948,36.8270553,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.6833333333333336,0.5484827557301446,3,0.5773502691896252,typical
"Parking Spot (-1.2871, 36.8264)",,-1.287116,36.826355,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.6833333333333336,0.5484827557301446,3,0.5773502691896252,typical
"Parking Spot (-1.2807, 36.8180)",,-1.2806952,36.817958,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3247, 36.8486)",,-1.324735,36.848583,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3250, 36.8487)",,-1.3249583,36.8486633,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2893, 36.8268)",,-1.289281,36.8267821,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2673, 36.8173)",,-1.2673176,36.8173178,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2674, 36.8175)",,-1.267436,36.8175327,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2676, 36.8173)",,-1.2675626,36.817291,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2669, 36.8169)",,-1.2669423,36.8169276,2026-08-26 11:36:39,11,2,0,0,1.61,tomtom_flow_api,64.7,calibrated_n22,1.6666666666666667,0.08962886439832497,3,-0.6322368028097616,typical
"Parking Spot (-1.3266, 36.8484)",,-1.3266,36.8484009,2026-08-26 11:36:39,11,2,0,0,1.47,tomtom_flow_api,61.4,calibrated_n22,1.3699999999999999,0.1113552872566005,3,0.8980265101338748,typical
"Parking Spot (-1.2894, 36.8236)",,-1.2894048,36.8236202,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.6833333333333336,0.5484827557301446,3,0.5773502691896252,typical
"Parking Spot (-1.2869, 36.8228)",,-1.286916,36.8227858,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8033333333333332,0.34063665882187916,3,0.5773502691896262,typical
"Parking Spot (-1.2870, 36.8228)",,-1.2870067,36.82284,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8033333333333332,0.34063665882187916,3,0.5773502691896262,typical
"Parking Spot (-1.2895, 36.8218)",,-1.2895015,36.8218114,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8033333333333332,0.34063665882187916,3,0.5773502691896262,typical
"Parking Spot (-1.2894, 36.8218)",,-1.2894452,36.8217674,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8033333333333332,0.34063665882187916,3,0.5773502691896262,typical
"Parking Spot (-1.2893, 36.8218)",,-1.2893413,36.8217688,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8033333333333332,0.34063665882187916,3,0.5773502691896262,typical
"Parking Spot (-1.2901, 36.8208)",,-1.2900636,36.820763,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8033333333333332,0.34063665882187916,3,0.5773502691896262,typical
"Parking Spot (-1.2900, 36.8266)",,-1.2900473,36.8266244,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2899, 36.8271)",,-1.2899196,36.8270927,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,2.8033333333333332,0.34063665882187916,3,0.5773502691896262,typical
"Parking Spot (-1.2900, 36.8273)",,-1.2900295,36.8273336,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,3,,insufficient_history
"Parking Spot (-1.2906, 36.8274)",,-1.2905581,36.8273886,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,3,,insufficient_history
"Parking Spot (-1.2907, 36.8275)",,-1.2906855,36.8275412,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,3,,insufficient_history
"Parking Spot (-1.2909, 36.8274)",,-1.2908531,36.8273676,2026-08-26 11:36:39,11,2,0,0,3.0,tomtom_flow_api,97.5,calibrated_n22,3.0,0.0,3,,insufficient_history
"Parking Spot (-1.2912, 36.8277)",,-1.2912064,36.827702,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3072, 36.8347)",,-1.3071534,36.8346925,2026-08-26 11:36:39,11,2,0,0,1.22,tomtom_flow_api,55.5,calibrated_n22,1.1333333333333333,0.11718930554164626,3,0.7395441611851469,typical
"Parking Spot (-1.2826, 36.7668)",,-1.2826131,36.7667705,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2828, 36.7665)",,-1.2828333,36.7665073,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2802, 36.7697)",,-1.280155,36.7696583,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2798, 36.7703)",,-1.2798468,36.7703432,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2789, 36.7706)",,-1.2789305,36.7705765,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2791, 36.7705)",,-1.2791112,36.7704659,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.54,0.9353074360871938,3,-0.5773502691896257,typical
"Parking Spot (-1.2788, 36.7707)",,-1.2787807,36.7707029,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2787, 36.7707)",,-1.2787194,36.7707348,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.2789, 36.7707)",,-1.2788926,36.7707457,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3034, 36.8299)",,-1.3033756,36.829947,2026-08-26 11:36:39,11,2,0,0,1.2,tomtom_flow_api,55.0,calibrated_n22,1.1266666666666667,0.11015141094572202,3,0.6657502859356821,typical
"Parking Spot (-1.3029, 36.8310)",,-1.3028636,36.8309549,2026-08-26 11:36:39,11,2,0,0,1.2,tomtom_flow_api,55.0,calibrated_n22,1.1266666666666667,0.11015141094572202,3,0.6657502859356821,typical
"Parking Spot (-1.3034, 36.8302)",,-1.3033846,36.8302347,2026-08-26 11:36:39,11,2,0,0,1.2,tomtom_flow_api,55.0,calibrated_n22,1.1266666666666667,0.11015141094572202,3,0.6657502859356821,typical
"Parking Spot (-1.3053, 36.8393)",,-1.3052961,36.8393059,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3054, 36.8394)",,-1.3053841,36.8393676,2026-08-26 11:36:39,11,2,0,0,1.0,tomtom_flow_api,50.3,calibrated_n22,1.0,0.0,3,,insufficient_history
"Parking Spot (-1.3052, 36.8391)",,-1.3052274,36.8391124,2026-08-26 11:36:39,11,2,0,0,2.78,tomtom_flow_api,92.3,calibrated_n22,2.0833333333333335,0.658963833099612,3,1.0572153306042744,busier_than_usual
"Parking Spot (-1.3304, 36.8641)",,-1.3303942,36.8641324,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.42,0.017320508075688787,3,-1.1547005383792517,quieter_than_usual
"Parking Spot (-1.3302, 36.8664)",,-1.3301889,36.8663917,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.42,0.017320508075688787,3,-1.1547005383792517,quieter_than_usual
"Parking Spot (-1.3303, 36.8652)",,-1.3302583,36.8651603,2026-08-26 11:36:39,11,2,0,0,1.4,tomtom_flow_api,59.8,calibrated_n22,1.42,0.017320508075688787,3,-1.1547005383792517,quieter_than_usual
